Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,For anthrophony studies,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,For bio- or geo-phony studies,Unnamed: 17,Unnamed: 18
Miller,First indications that northern bottlenose whales are sensitive to behavioural disturbance from anthropogenic noise,ROYAL SOCIETY OPEN SCIENCE,2015,YES,NO,NO,NO,Hyperoodon ampullatus,Mammal,Odontocete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Miller,"The Severity of Behavioral Changes Observed During Experimental Exposures of Killer (Orcinus orca), Long-Finned Pilot (Globicephala melas), and Sperm (Physeter macrocephalus) Whales to Naval Sonar",AQUATIC MAMMALS,2012,YES,YES,NO,NO,Multiple,Mammal,Odontocete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Miller,Dose-response relationships for the onset of avoidance of sonar by free-ranging killer whales,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2014,YES,NO,NO,NO,Orcinus orca,Mammal,Odontocete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Miller,Using at-sea experiments to study the effects of airguns on the foraging behavior of sperm whales in the Gulf of Mexico,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,2009,YES,NO,NO,NO,Physeter macrocephalus,Mammal,Odontocete,Seismic,Behavioural,Behavioural state change,Significant effect,NO,,,
Misund,Reactions of herring schools to the sound field of a survey vessel,AQUATIC LIVING RESOURCES,1996,YES,NO,NO,NO,Clupea harengus,Fish,Fish,Vessel,Behavioural,Evasion or startle,Significant effect,NO,,,
Mobley,RESPONSES OF WINTERING HUMPBACK WHALES (MEGAPTERA-NOVAEANGLIAE) TO PLAYBACK OF RECORDINGS OF WINTER AND SUMMER VOCALIZATIONS AND OF SYNTHETIC SOUND,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,1988,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Synthetic,Behavioural,Behavioural state change,Significant effect,NO,,,
Mobley,Assessing responses of humpback whales to North Pacific Acoustic Laboratory (NPAL) transmissions: Results of 2001-2003 aerial surveys north of Kauai,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2005,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Other,Detected presence/absence,Detected presence/absence,No significant effect,NO,,,
Monteiro-Neto,"Behavioral responses of Sotalia fluviatilis (Cetacea, Delphinidae) to acoustic pingers, Fortaleza, Brazil",MARINE MAMMAL SCIENCE,2006,YES,NO,NO,NO,Sotalia juviatilis,Mammal,Odontocete,ADD,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Mooney,Loudness-dependent behavioral responses and habituation to sound by the longfin squid (Doryteuthis pealeii),JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,2016,YES,NO,NO,NO,Doryteuthis pealeii,Invert,Invertebrate,Synthetic,Behavioural,Evasion or startle,Significant effect,NO,,,
Mooney,Sonar-induced temporary hearing loss in dolphins,BIOLOGY LETTERS,2009,YES,NO,NO,YES,Tursiops truncatus,Mammal,Odontocete,Sonar,Behavioural,Behavioural state change,Significant effect,NO,,,
Mooney,Sonar-induced temporary hearing loss in dolphins,BIOLOGY LETTERS,2009,YES,NO,NO,YES,Tursiops truncatus,Mammal,Odontocete,Sonar,Physical,Altered hearing ability,Significant effect,NO,,,
Morete,"Mother and calf humpback whale responses to vessels around the Abrolhos Archipelago, Bahia, Brazil",JOURNAL OF CETACEAN RESEARCH AND MANAGEMENT,2007,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Moretti,A dive counting density estimation method for Blainville's beaked whale (Mesoplodon densirostris) using a bottom-mounted hydrophone field as applied to a Mid-Frequency Active (MFA) sonar operation,APPLIED ACOUSTICS,2010,YES,NO,NO,NO,Mesoplodon densirostris,Mammal,Odontocete,Sonar,Detected presence/absence,Detected presence/absence,No statistical test,NO,,,
Moretti,A Risk Function for Behavioral Disruption of Blainville's Beaked Whales (Mesoplodon densirostris) from Mid-Frequency Active Sonar,PLOS ONE,2014,YES,NO,NO,NO,Mesoplodon densirostris,Mammal,Odontocete,Sonar,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Morton,"Displacement of Orcinus orca (L.) by high amplitude sound in British Columbia, Canada",ICES JOURNAL OF MARINE SCIENCE,2002,YES,NO,NO,NO,Orcinus orca,Mammal,Odontocete,ADD,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Muir,"Distance from shore as an indicator of disturbance of gray whales during a seismic survey off Sakhalin Island, Russia",ENDANGERED SPECIES RESEARCH,2015,YES,NO,NO,NO,Eschrichtius robustus,Mammal,Mysticete,Seismic,Behavioural,Evasion or startle,No significant effect,NO,,,
Nachtigall,A false killer whale reduces its hearing sensitivity when a loud sound is preceded by a warning,JOURNAL OF EXPERIMENTAL BIOLOGY,2013,YES,NO,NO,NO,Pseudorca crassidens,Mammal,Odontocete,Synthetic,Physical,Altered hearing ability,No statistical test,NO,,,
Nachtigall,Temporary threshold shifts after noise exposure in the bottlenose dolphin (Tursiops truncatus) measured using evoked auditory potentials,MARINE MAMMAL SCIENCE,2004,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Synthetic,Physical,Altered hearing ability,Significant effect,NO,,,
Nachtigall,Conditioned hearing sensitivity change in the harbor porpoise (Phocoena phocoena),JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2016,YES,NO,NO,NO,Phocoena phocoena,Mammal,Pinnipeds & sirenians,Synthetic,Physical,Altered hearing ability,No statistical test,NO,,,
Nakashima,Repellence Effect of the New Sound for Underwater Speaker of Hydrofoil,TRANSNAV-INTERNATIONAL JOURNAL ON MARINE NAVIGATION AND SAFETY OF SEA TRANSPORTATION,2015,YES,NO,NO,NO,Megaptera novanglaeaie,Mammal,Mysticete,Synthetic,Behavioural,Evasion or startle,No statistical test,NO,,,
Nedelec,Motorboat noise impacts parental behaviour and offspring survival in a reef fish,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2017,YES,NO,NO,YES,Acanthochromis polyacanthus,Fish,Fish,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Nedelec,Motorboat noise impacts parental behaviour and offspring survival in a reef fish,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2017,YES,NO,NO,YES,Acanthochromis polyacanthus,Fish,Fish,Vessel,Demographic,Egg/larval development,Significant effect,NO,,,
Nedelec,Repeated exposure to noise increases tolerance in a coral reef fish,ENVIRONMENTAL POLLUTION,2016,YES,NO,NO,YES,Dascyllus trimaculatus,Fish,Fish,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Nedelec,Repeated exposure to noise increases tolerance in a coral reef fish,ENVIRONMENTAL POLLUTION,2016,YES,NO,NO,YES,Dascyllus trimaculatus,Fish,Fish,Vessel,Physical,Growth or body condition,No significant effect,NO,,,
Nedelec,Repeated exposure to noise increases tolerance in a coral reef fish,ENVIRONMENTAL POLLUTION,2016,YES,NO,NO,YES,Dascyllus trimaculatus,Fish,Fish,Vessel,Physiological,Physiological response,Significant effect,NO,,,
Nedelec,"Impacts of regular and random noise on the behaviour, growth and development of larval Atlantic cod (Gadus morhua)",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,YES,NO,NO,YES,Gadus morhua,Fish,Fish,Vessel,Behavioural,Compromised anti-predator response,Significant effect,NO,,,
Nedelec,"Impacts of regular and random noise on the behaviour, growth and development of larval Atlantic cod (Gadus morhua)",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,YES,NO,NO,YES,Gadus morhua,Fish,Fish,Vessel,Physical,Growth or body condition,Significant effect,NO,,,
Nedelec,"Impacts of regular and random noise on the behaviour, growth and development of larval Atlantic cod (Gadus morhua)",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,YES,NO,NO,YES,Gadus morhua,Fish,Fish,Vessel,Physiological,Physiological response,Significant effect,NO,,,
Nedelec,Motorboat noise disrupts cooperative interspecific interactions,SCIENTIFIC REPORTS,2017,YES,NO,NO,NO,Labroides dimidiatus,Fish,Fish,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Nedelec,Anthropogenic noise playback impairs embryonic development and increases mortality in a marine invertebrate,SCIENTIFIC REPORTS,2015,YES,NO,NO,YES,Stylochelus striatus,Invert,Invertebrate,Vessel,Demographic,Egg/larval development,Significant effect,NO,,,
Nedelec,Anthropogenic noise playback impairs embryonic development and increases mortality in a marine invertebrate,SCIENTIFIC REPORTS,2015,YES,NO,NO,YES,Stylochelus striatus,Invert,Invertebrate,Vessel,Demographic,Egg/larval development,Significant effect,NO,,,
Neo,Temporal structure of sound affects behavioural recovery from noise impact in European seabass,BIOLOGICAL CONSERVATION,2014,YES,NO,NO,NO,Dicentrarchus labrax,Fish,Fish,Synthetic,Behavioural,Behavioural state change,No significant effect,NO,,,
Neo,Impulsive sounds change European seabass swimming patterns: Influence of pulse repetition interval,MARINE POLLUTION BULLETIN,2015,YES,NO,NO,NO,Dicentrarchus labrax,Fish,Fish,Synthetic,Behavioural,Behavioural state change,Significant effect,NO,,,
Neo,European seabass respond more strongly to noise exposure at night and habituate over repeated trials of sound exposure,ENVIRONMENTAL POLLUTION,2018,YES,NO,NO,NO,Dicentrarchus labrax,Fish,Fish,Synthetic,Behavioural,Behavioural state change,Significant effect,NO,,,
Neo,Sound exposure changes European seabass behaviour in a large outdoor floating pen: Effects of temporal structure and a ramp-up procedure,ENVIRONMENTAL POLLUTION,2016,YES,NO,NO,NO,Dicentrarchus labrax,Fish,Fish,Synthetic,Behavioural,Evasion or startle,Significant effect,YES,,,
Nichols,Intermittent Noise Induces Physiological Stress in a Coastal Marine Fish,PLOS ONE,2015,YES,NO,NO,NO,Heterostichus rostratus,Fish,Fish,Vessel,Physiological,Physiological response,Significant effect,NO,,,
Niu,Behavioral responses of two captive bottlenose dolphins (Tursiops truncatus) to a continuous 50 kHz tone,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2012,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Synthetic,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Niu,Behavioral Responses by Captive Bottlenose Dolphins (Tursiops truncatus) to 15-to 50-kHz Tonal Signals,AQUATIC MAMMALS,2020,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Synthetic,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Noren,Close approaches by vessels elicit surface active behaviors by southern resident killer whales,ENDANGERED SPECIES RESEARCH,2009,YES,NO,NO,NO,Orcinus orca,Mammal,Odontocete,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Nowacek,North Atlantic right whales (Eubalaena glacialis) ignore ships but respond to alerting stimuli,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2004,YES,NO,NO,YES,Eubalaena glacialis,Mammal,Mysticete,Synthetic,Behavioural,Behavioural state change,No statistical test,NO,,,
Nowacek,North Atlantic right whales (Eubalaena glacialis) ignore ships but respond to alerting stimuli,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2004,YES,NO,NO,YES,Eubalaena glacialis,Mammal,Mysticete,Vessel,Behavioural,Evasion or startle,No statistical test,NO,,,
Nowacek,"Short term effects of boat traffic on bottlenose dolphins, Tursiops truncatus, in Sarasota Bay, Florida",MARINE MAMMAL SCIENCE,2001,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Behavioural,Behavioural state change,Significant effect,YES,,,
Oakley,"Reactions of harbour porpoise (Phocoena phocoena) to vessel traffic in the coastal waters of South West Wales, UK",OCEAN & COASTAL MANAGEMENT,2017,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Vessel,Behavioural,Evasion or startle,No statistical test,NO,,,
Paiva,Reduced Detection of Indo-Pacific Bottlenose Dolphins (Tursiops aduncus) in an Inner Harbour Channel During Pile Driving Activities,AQUATIC MAMMALS,2015,YES,NO,NO,NO,Tursiops aduncus,Mammal,Odontocete,Infrastructure,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Palka,Accounting for responsive movement in line transect estimates of abundance,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2001,YES,NO,NO,YES,Balaenoptera acutorostrata,Mammal,Mysticete,Vessel,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Palka,Accounting for responsive movement in line transect estimates of abundance,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2001,YES,NO,NO,YES,Multiple,Mammal,Odontocete,Vessel,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Palka,Effect of pingers on harbour porpoise (Phocoena phocoena) bycatch in the US Northeast gillnet fishery,JOURNAL OF CETACEAN RESEARCH AND MANAGEMENT,2008,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,ADD,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Palma,"Effects of anthropogenic noise as a source of acoustic stress in wild populations of Hippocampus guttulatus in the Ria Formosa, south Portugal",AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,2019,YES,NO,NO,NO,Hippocampus guttulatus,Fish,Fish,Vessel,Physiological,Physiological response,Significant effect,NO,,,
Papale,Dolphins Adjust Species-Specific Frequency Parameters to Compensate for Increasing Background Noise,PLOS ONE,2015,YES,NO,NO,NO,Multiple,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Papoutsoglou,Effect of musical stimuli and white noise on rainbow trout (Oncorhynchus mykiss) growth and physiology in recirculating water conditions,AQUACULTURAL ENGINEERING,2013,YES,NO,NO,YES,Oncorhynchus mykiss,Fish,Fish,Multiple,Physical,Growth or body condition,Significant effect,NO,,,
Papoutsoglou,Effect of musical stimuli and white noise on rainbow trout (Oncorhynchus mykiss) growth and physiology in recirculating water conditions,AQUACULTURAL ENGINEERING,2013,YES,NO,NO,YES,Oncorhynchus mykiss,Fish,Fish,Multiple,Physiological,Physiological response,Significant effect,NO,,,
Papoutsoglou,Effect of music stimulus on gilthead seabream Sparus aurata physiology under different light intensity in a re-circulating water system,JOURNAL OF FISH BIOLOGY,2008,YES,NO,NO,NO,Sparus aurata,Fish,Fish,Music,Physical,Growth or body condition,Significant effect,NO,,,
Papoutsoglou,"Gilthead seabream (Sparus aurata) response to three music stimuli (Mozart-""Eine Kleine Nachtmusik,"" Anonymous-""Romanza,"" Bach-""Violin Concerto No. 1"") and white noise under recirculating water conditions",FISH PHYSIOLOGY AND BIOCHEMISTRY,2015,YES,NO,NO,YES,Sparus aurata,Fish,Fish,Music,Physical,Growth or body condition,Significant effect,NO,,,
Papoutsoglou,"Gilthead seabream (Sparus aurata) response to three music stimuli (Mozart-""Eine Kleine Nachtmusik,"" Anonymous-""Romanza,"" Bach-""Violin Concerto No. 1"") and white noise under recirculating water conditions",FISH PHYSIOLOGY AND BIOCHEMISTRY,2015,YES,NO,NO,YES,Sparus aurata,Fish,Fish,Music,Physiological,Physiological response,Significant effect,NO,,,
Parks,Variability in ambient noise levels and call parameters of North Atlantic right whales in three habitat areas,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2009,YES,NO,NO,NO,Eubalaena glacialis,Mammal,Mysticete,Vessel,Behavioural,Vocalisation,No significant effect,NO,,,
Parks,Individual right whales call louder in increased environmental noise,BIOLOGY LETTERS,2010,YES,NO,NO,NO,Eubalaena glacialis,Mammal,Mysticete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Parks,Short- and long-term changes in right whale calling behavior: The potential effects of noise on acoustic communication,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2007,YES,NO,NO,NO,Multiple,Mammal,Mysticete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Parks,Short and long term changes in right whale calling behavior: the potential effects of noise on acoustic communication,JASA,2007,YES,NO,NO,NO,Multiple,Mammal,Mysticete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Patenaude,Aircraft sound and disturbance to bowhead and beluga whales during spring migration in the Alaskan Beaufort Sea,MARINE MAMMAL SCIENCE,2002,YES,NO,NO,YES,Balaena mysticetus,Mammal,Mysticete,Other,Behavioural,Behavioural state change,Significant effect,NO,,,
Patenaude,Aircraft sound and disturbance to bowhead and beluga whales during spring migration in the Alaskan Beaufort Sea,MARINE MAMMAL SCIENCE,2002,YES,NO,NO,YES,Delphinapterus leucas,Mammal,Odontocete,Other,Behavioural,Behavioural state change,Significant effect,NO,,,
Paxton,Seismic survey noise disrupted fish use of a temperate reef,MARINE POLICY,2017,YES,NO,NO,NO,Multiple,Fish,Fish,Seismic,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Payne,Foraging intensity of wild mulloway Argyrosomus japonicus decreases with increasing anthropogenic disturbance,MARINE BIOLOGY,2015,YES,NO,NO,NO,Argyrosomus japonicus,Fish,Fish,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Pearson,EFFECTS OF SOUNDS FROM A GEOPHYSICAL SURVEY DEVICE ON BEHAVIOR OF CAPTIVE ROCKFISH (SEBASTES SPP),CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,1992,YES,NO,NO,NO,Sebastes spp.,Fish,Fish,Seismic,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Pearson,EFFECTS OF SEISMIC ENERGY RELEASES ON THE SURVIVAL AND DEVELOPMENT OF ZOEAL-LARVAE OF DUNGENESS-CRAB (CANCER-MAGISTER),MARINE ENVIRONMENTAL RESEARCH,1994,YES,NO,NO,YES,Cancer magister,Invert,Invertebrate,Seismic,Demographic,Egg/larval development,No significant effect,NO,,,
Pearson,EFFECTS OF SEISMIC ENERGY RELEASES ON THE SURVIVAL AND DEVELOPMENT OF ZOEAL-LARVAE OF DUNGENESS-CRAB (CANCER-MAGISTER),MARINE ENVIRONMENTAL RESEARCH,1994,YES,NO,NO,YES,Cancer magister,Invert,Invertebrate,Seismic,Physical,Barotrauma,No significant effect,NO,,,
Pena,Feeding herring schools do not react to seismic air gun surveys,ICES JOURNAL OF MARINE SCIENCE,2013,YES,NO,NO,NO,Clupea harengus,Fish,Fish,Seismic,Behavioural,Evasion or startle,No significant effect,NO,,,
Pena,Mesopelagic fish avoidance from the vessel dynamic positioning system,ICES JOURNAL OF MARINE SCIENCE,2019,YES,NO,NO,NO,Multiple,Fish,Fish,Vessel,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Peng,"Effects of anthropogenic sound on digging behavior, metabolism, Ca2+/Mg2+ ATPase activity, and metabolism-related gene expression of the bivalve Sinonovacula constricta",SCIENTIFIC REPORTS,2016,YES,NO,NO,YES,Sinonovacula constricta,Invert,Invertebrate,Synthetic,Behavioural,Behavioural state change,Significant effect,NO,,,
Peng,"Effects of anthropogenic sound on digging behavior, metabolism, Ca2+/Mg2+ ATPase activity, and metabolism-related gene expression of the bivalve Sinonovacula constricta",SCIENTIFIC REPORTS,2016,YES,NO,NO,YES,Sinonovacula constricta,Invert,Invertebrate,Synthetic,Physiological,Physiological response,Significant effect,NO,,,
Pennino,"Effects of vessel traffic on relative abundance and behaviour of cetaceans: the case of the bottlenose dolphins in the Archipelago de La Maddalena, north-western Mediterranean sea",HYDROBIOLOGIA,2016,YES,NO,NO,NO,Tursiops sp,Mammal,Odontocete,Vessel,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Pérez-Jorge,Effects of nature based tourism and environmental drivers on the demography of a small dolphin population,BIOLOGICAL CONSERVATION,2016,YES,NO,NO,NO,Tursiops aduncus,Mammal,Odontocete,Vessel,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Perrow,Effects of the construction of Scroby Sands offshore wind farm on the prey base of Little tern Sternula albifrons at its most important UK colony,MARINE POLLUTION BULLETIN,2011,YES,NO,NO,NO,Clupea harengus,Fish,Fish,Infrastructure,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Petel,An assessment of the audibility of sound from human transport by breeding Weddell seals (Leptonychotes weddellii),WILDLIFE RESEARCH,2006,YES,NO,NO,NO,Leptonychotes weddellii,Mammal,Pinnipeds & sirenians,Other,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Picciulin,"In situ behavioural responses to boat noise exposure of Gobius cruentatus (Gmelin, 1789; fam. Gobiidae) and Chromis chromis (Linnaeus, 1758; fam. Pomacentridae) living in a Marine Protected Area",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,2010,YES,NO,NO,NO,Multiple,Fish,Fish,Vessel,Behavioural,Behavioural state change,Significant effect,NO,,,
Picciulin,Brown meagre vocalization rate increases during repetitive boat noise exposures: A possible case of vocal compensation,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2012,YES,NO,NO,NO,Sciaena umbra,Fish,Fish,Vessel,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Pichegru,Avoidance of seismic survey activities by penguins,SCIENTIFIC REPORTS,2017,YES,NO,NO,NO,Spheniscus demersus,Birds,Bird,Seismic,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Pine,Turbine sound may influence the metamorphosis behaviour of estuarine crab megalopae,PLOS ONE,2012,YES,NO,NO,NO,Multiple,Invert,Invertebrate,Synthetic,Demographic,Egg/larval development,Significant effect,NO,,,
Pine,"Fine-scale habitat use in Indo-Pacific humpback dolphins, Sousa chinensis, may be more influenced by fish rather than vessels in the Pearl River Estuary, China",MARINE MAMMAL SCIENCE,2017,YES,NO,NO,NO,Sousa chinensis,Mammal,Odontocete,Vessel,Detected presence/absence,Detected presence/absence,No significant effect,NO,,,
Pirotta,"Migrating humpback whales show no detectable response to whale alarms off Sydney, Australia",ENDANGERED SPECIES RESEARCH,2016,YES,NO,NO,NO,Megaptera novaeangliae,Mammal,Mysticete,ADD,Behavioural,Multiple behavioural impacts,No significant effect,NO,,,
Pirotta,Vessel Noise Affects Beaked Whale Behavior: Results of a Dedicated Acoustic Response Study,PLOS ONE,2012,YES,NO,NO,NO,Mesoplodon densirostris,Mammal,Odontocete,Vessel,Behavioural,Vocalisation,Significant effect,NO,,,
Pirotta,Variation in harbour porpoise activity in response to seismic survey noise,BIOLOGY LETTERS,2014,YES,NO,NO,NO,Phocoena phocoena,Mammal,Odontocete,Seismic,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Pirotta,Quantifying the effect of boat disturbance on bottlenose dolphin foraging activity,BIOLOGICAL CONSERVATION,2015,YES,NO,NO,NO,Tursiops sp,Mammal,Odontocete,Vessel,Detected presence/absence,Detected presence/absence,No significant effect,NO,,,
Pirotta,Dredging displaces bottlenose dolphins from an urbanised foraging patch,MARINE POLLUTION BULLETIN,2013,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Piwetz,"Influence of vessel traffic on movements of Indo Pacific humpback dolphins (Sousa chinensis) off Lantau Island, Hong Kong",AQUATIC MAMMALS,2012,YES,NO,NO,NO,Sousa chinensis,Mammal,Odontocete,Vessel,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Plachta,Evasive responses of American shad (Alosa sapidissima) to ultrasonic stimuli,ACOUST. RES. LETT.,2003,YES,NO,NO,NO,Alosa sapidissima,Fish,Fish,Synthetic,Behavioural,Evasion or startle,No statistical test,NO,,,
Potter,Visual and passive acoustic marine mammal observations and high-frenquency seismic source characteristics recorded during a seismic survey,IEEE JOURNAL OF OCEANIC ENGINEERING,2007,YES,NO,NO,YES,Multiple,Mammal,Mysticete,Seismic,Detected presence/absence,Detected presence/absence,No statistical test,NO,,,
Potter,Visual and passive acoustic marine mammal observations and high-frenquency seismic source characteristics recorded during a seismic survey,IEEE JOURNAL OF OCEANIC ENGINEERING,2007,YES,NO,NO,YES,Multiple,Mammal,Odontocete,Seismic,Detected presence/absence,Detected presence/absence,No statistical test,NO,,,
Poulton,Combined impacts of elevated CO2 and anthropogenic noise on European sea bass (Dicentrarchus labrax),ICES JOURNAL OF MARINE SCIENCE,2016,YES,NO,NO,NO,Dicentrarchus labrax,Fish,Fish,Infrastructure,Physiological,Physiological response,Significant effect,NO,,,
Przeslawski,Multiple field-based methods to assess the potential impacts of seismic surveys on scallops,MARINE POLLUTION BULLETIN,2018,YES,NO,NO,YES,Multiple,Invert,Invertebrate,Seismic,Demographic,Fecundity change,No significant effect,NO,,,
Przeslawski,Multiple field-based methods to assess the potential impacts of seismic surveys on scallops,MARINE POLLUTION BULLETIN,2018,YES,NO,NO,YES,Multiple,Invert,Invertebrate,Seismic,Mortality,Observed mortality,No significant effect,NO,,,
Purser,Condition-dependent physiological and behavioural responses to anthropogenic noise,PHYSIOLOGY & BEHAVIOR,2016,YES,NO,NO,YES,Anguilla anguilla,Fish,Fish,Vessel,Behavioural,Compromised anti-predator response,Significant effect,NO,,,
Purser,Condition-dependent physiological and behavioural responses to anthropogenic noise,PHYSIOLOGY & BEHAVIOR,2016,YES,NO,NO,YES,Anguilla anguilla,Fish,Fish,Vessel,Physiological,Physiological response,Significant effect,NO,,,
Purser,Acoustic Noise Induces Attention Shifts and Reduces Foraging Performance in Three-Spined Sticklebacks (Gasterosteus aculeatus),PLOS ONE,2011,YES,NO,NO,NO,Gasterosteus aculeatus,Fish,Fish,Synthetic,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Quick,Effects of a scientific echo sounder on the behavior of short-finned pilot whales (Globicephala macrorhynchus),CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,2017,YES,NO,NO,NO,Globicephala macrorhynchus,Mammal,Odontocete,Sonar,Behavioural,Behavioural state change,No significant effect,NO,,,
Radford,Repeated exposure reduces the response to impulsive noise in European seabass,GLOBAL CHANGE BIOLOGY,2016,YES,NO,NO,NO,Dicentrarchus labrax,Fish,Fish,Multiple,Physiological,Physiological response,Significant effect,NO,,,
Rako,"Leisure boating noise as a trigger for the displacement of the bottlenose dolphins of the Cres-Losinj archipelago (northern Adriatic Sea, Croatia)",MARINE POLLUTION BULLETIN,2013,YES,NO,NO,NO,Tursiops truncatus,Mammal,Odontocete,Vessel,Detected presence/absence,Detected presence/absence,Significant effect,NO,,,
Rasmussen,Behavioral Responses by Icelandic White-Beaked Dolphins (Lagenorhynchus albirostris) to Playback Sounds,AQUATIC MAMMALS,2016,YES,NO,NO,NO,Lagenorhynchus albirostris,Mammal,Odontocete,Synthetic,Behavioural,Multiple behavioural impacts,Significant effect,NO,,,
Regnault,"Effects of ambient noise on the metabolic level of Crangon crangon (Decapoda, Natantia)",MAR. ECOL.-PROG. SER.,1983,YES,NO,NO,NO,Crangon crangon,Invert,Invertebrate,Other,Physiological,Physiological response,Significant effect,NO,,,
Reichmuth,Low-frequency temporary threshold shift not observed in spotted or ringed seals exposed to single air gun impulses,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2016,YES,NO,NO,NO,Multiple,Mammal,Pinnipeds & sirenians,Seismic,Physical,Altered hearing ability,No significant effect,NO,,,
Reichmuth,Long-term evidence of noise-induced permanent threshold shift in a harbor seal (Phoca vitulina),JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,2019,YES,NO,NO,NO,Phoca vitulina,Mammal,Pinnipeds & sirenians,Synthetic,Physical,Altered hearing ability,No statistical test,NO,,,
